idx,task,reward
761,SQA_00011,0.2955
762,SQA_00012,0.2784
763,SQA_00013,0.9496
764,SQA_00014,0.29100000000000004
765,SQA_00015,0.2784
766,SQA_00016,0.964
767,SQA_00017,0.9768571428571429
768,SQA_00018,0.26039999999999996
769,SQA_00019,0.2784
770,SQA_00020,0.9783999999999999
771,SQA_00021,0.276
772,SQA_00022,0.28559999999999997
773,SQA_00023,0.9712
774,SQA_00024,0.29100000000000004
775,SQA_00025,0.9712
776,SQA_00026,0.29279999999999995
777,SQA_00027,0.28559999999999997
778,SQA_00028,0.2897142857142857
779,SQA_00029,0.2802
780,SQA_00030,0.964
781,SQA_00031,0.2892
782,SQA_00032,0.28200000000000003
783,SQA_00033,0.2964
784,SQA_00034,0.2712
785,SQA_00035,0.2712
786,SQA_00036,0.2712
787,SQA_00037,0.9794285714285713
788,SQA_00038,0.2712
789,SQA_00039,0.2784
790,SQA_00040,0.3
791,SQA_00041,0.2478
792,SQA_00042,0.2496
793,SQA_00043,0.284
794,SQA_00044,0.3
795,SQA_00045,0.9783999999999999
796,SQA_00046,0.28559999999999997
797,SQA_00047,0.9783999999999999
798,SQA_00048,0.3
799,SQA_00049,0.2802
800,SQA_00050,0.276
801,SQA_00051,0.3
802,SQA_00052,0.276
803,SQA_00053,0.294
804,SQA_00054,0.976
805,SQA_00055,0.276
806,SQA_00056,0.3
807,SQA_00057,0.2694
808,SQA_00058,0.2622
809,SQA_00059,0.9794285714285713
810,SQA_00060,0.276
811,SQA_00061,0.26914285714285713
812,SQA_00062,0.976
813,SQA_00063,0.29279999999999995
814,SQA_00064,1.0
815,SQA_00065,0.2622
816,SQA_00066,0.27525
817,SQA_00067,0.9568
818,SQA_00068,0.298
819,SQA_00069,0.2694
820,SQA_00070,0.9794285714285713
821,SQA_00071,0.294
822,SQA_00072,0.29742857142857143
823,SQA_00073,0.28200000000000003
824,SQA_00074,0.9794285714285713
825,SQA_00075,0.26039999999999996
826,SQA_00076,0.276
827,SQA_00077,0.252
828,SQA_00078,0.2784
829,SQA_00079,0.294
830,SQA_00080,0.264
831,SQA_00081,0.28200000000000003
832,SQA_00082,0.2676
833,SQA_00083,0.29100000000000004
834,SQA_00084,0.276
835,SQA_00085,0.3
836,SQA_00086,0.9712
837,SQA_00087,0.3
838,SQA_00088,0.276
839,SQA_00089,0.28875
840,SQA_00090,0.976
841,SQA_00091,0.3
842,SQA_00092,0.2748
843,SQA_00093,0.279
844,SQA_00094,0.2897142857142857
845,SQA_00095,0.3
846,SQA_00096,0.2802
847,SQA_00097,0.2496
848,SQA_00098,0.276
849,SQA_00099,0.964
850,SQA_00100,0.284
851,SQA_00101,0.264
852,SQA_00102,0.276
853,SQA_00103,0.276
854,SQA_00104,0.976
855,SQA_00105,0.2794285714285714
856,SQA_00106,0.28200000000000003
857,SQA_00107,0.2712
858,SQA_00108,0.28500000000000003
859,SQA_00109,0.264
860,SQA_00110,0.2964
861,SQA_00111,0.9496
862,SQA_00112,0.28200000000000003
863,SQA_00113,0.2784
864,SQA_00114,0.276
865,SQA_00115,0.273
866,SQA_00116,0.976
867,SQA_00117,0.2955
868,SQA_00118,0.276
869,SQA_00119,0.9712
870,SQA_00120,0.2694
871,SQA_00121,0.276
872,SQA_00122,0.294
873,SQA_00123,0.974
874,SQA_00124,0.2794285714285714
875,SQA_00125,0.2694
876,SQA_00126,0.976
877,SQA_00127,0.2712
878,SQA_00128,0.2784
879,SQA_00129,0.2694
880,SQA_00130,0.29279999999999995
881,SQA_00131,0.264
882,SQA_00132,0.3
883,SQA_00133,0.264
884,SQA_00134,0.2955
885,SQA_00135,0.2694
886,SQA_00136,0.9954999999999999
887,SQA_00137,0.2676
888,SQA_00138,0.982
889,SQA_00139,0.2712
890,SQA_00140,0.9855999999999999
891,SQA_00141,0.9496
892,SQA_00142,0.9712
893,SQA_00143,0.29279999999999995
894,SQA_00144,0.2712
895,SQA_00145,0.96175
896,SQA_00146,0.2712
897,SQA_00147,0.2712
898,SQA_00148,0.9783999999999999
899,SQA_00149,0.973
900,SQA_00000,0.982
901,SQA_00001,0.982
902,SQA_00002,0.9665714285714285
903,SQA_00003,0.976
904,SQA_00004,0.28559999999999997
905,SQA_00005,0.276
906,SQA_00006,0.982
907,SQA_00007,0.976
908,SQA_00008,0.9712
909,SQA_00009,0.2794285714285714
910,SQA_00010,0.28200000000000003
911,SQA_00011,0.294
912,SQA_00012,0.29742857142857143
913,SQA_00013,1.0
914,SQA_00014,0.29100000000000004
915,SQA_00015,0.2892
916,SQA_00016,0.264
917,SQA_00017,0.2955
918,SQA_00018,0.2712
919,SQA_00019,0.2766
920,SQA_00020,0.28200000000000003
921,SQA_00021,0.2964
922,SQA_00022,0.9783999999999999
923,SQA_00023,0.9712
924,SQA_00024,0.964
925,SQA_00025,0.2766
926,SQA_00026,0.28200000000000003
927,SQA_00027,0.2784
928,SQA_00028,0.28714285714285714
929,SQA_00029,0.266
930,SQA_00030,0.955
931,SQA_00031,0.3
932,SQA_00032,0.2955
933,SQA_00033,0.2712
934,SQA_00034,0.2712
935,SQA_00035,0.3
936,SQA_00036,0.988
937,SQA_00037,0.3
938,SQA_00038,0.26039999999999996
939,SQA_00039,0.2892
940,SQA_00040,0.29100000000000004
941,SQA_00041,0.292
942,SQA_00042,0.2496
943,SQA_00043,0.284
944,SQA_00044,0.3
945,SQA_00045,0.976
946,SQA_00046,0.28559999999999997
947,SQA_00047,0.273
948,SQA_00048,0.2676
949,SQA_00049,0.273
950,SQA_00050,0.276
951,SQA_00051,0.29774999999999996
952,SQA_00052,0.28800000000000003
953,SQA_00053,0.294
954,SQA_00054,0.976
955,SQA_00055,0.276
956,SQA_00056,0.28559999999999997
957,SQA_00057,0.29774999999999996
958,SQA_00058,0.2748
959,SQA_00059,0.9794285714285713
960,SQA_00060,0.276
961,SQA_00061,0.26914285714285713
962,SQA_00062,0.976
963,SQA_00063,0.3
964,SQA_00064,0.988
965,SQA_00065,0.2568
966,SQA_00066,0.2676
967,SQA_00067,0.9568
968,SQA_00068,0.2892
969,SQA_00069,0.2784
970,SQA_00070,0.294
971,SQA_00071,0.294
972,SQA_00072,0.29
973,SQA_00073,0.2568
974,SQA_00074,0.976
975,SQA_00075,0.276
976,SQA_00076,0.276
977,SQA_00077,0.26039999999999996
978,SQA_00078,0.2784
979,SQA_00079,0.982
980,SQA_00080,0.264
981,SQA_00081,0.2568
982,SQA_00082,0.276
983,SQA_00083,0.2794285714285714
984,SQA_00084,0.3
985,SQA_00085,0.3
986,SQA_00086,0.9712
987,SQA_00087,0.255
988,SQA_00088,0.255
989,SQA_00089,0.2892
990,SQA_00090,0.976
991,SQA_00091,0.3
992,SQA_00092,0.2892
993,SQA_00093,0.2717142857142857
994,SQA_00094,0.276
995,SQA_00095,0.3
996,SQA_00096,0.2766
997,SQA_00097,0.3
998,SQA_00098,0.26914285714285713
999,SQA_00099,0.964
1000,SQA_00100,0.2892
1001,SQA_00101,0.29774999999999996
1002,SQA_00102,0.276
1003,SQA_00103,0.276
1004,SQA_00104,0.976
1005,SQA_00105,0.28200000000000003
1006,SQA_00106,0.28200000000000003
1007,SQA_00107,0.976
1008,SQA_00108,0.2794285714285714
1009,SQA_00109,0.29279999999999995
1010,SQA_00110,0.2955
1011,SQA_00111,0.9712
1012,SQA_00112,0.28200000000000003
1013,SQA_00113,0.29279999999999995
1014,SQA_00114,0.9712
1015,SQA_00115,0.264
1016,SQA_00116,0.976
1017,SQA_00117,0.2955
1018,SQA_00118,0.2568
1019,SQA_00119,0.9712
1020,SQA_00120,0.28200000000000003
1021,SQA_00121,0.276
1022,SQA_00122,0.264
1023,SQA_00123,0.976
1024,SQA_00124,0.2712
1025,SQA_00125,0.255
1026,SQA_00126,0.976
1027,SQA_00127,0.2712
1028,SQA_00128,0.2964
1029,SQA_00129,0.2694
1030,SQA_00130,0.2784
1031,SQA_00131,0.264
1032,SQA_00132,0.28559999999999997
1033,SQA_00133,0.2712
1034,SQA_00134,0.2766
1035,SQA_00135,0.29100000000000004
1036,SQA_00136,0.273
1037,SQA_00137,0.2676
1038,SQA_00138,0.2712
1039,SQA_00139,0.28800000000000003
1040,SQA_00140,0.9855999999999999
1041,SQA_00141,0.9768571428571429
1042,SQA_00142,0.9712
1043,SQA_00143,0.9783999999999999
1044,SQA_00144,0.297
1045,SQA_00145,0.96175
1046,SQA_00146,0.2712
1047,SQA_00147,0.2712
1048,SQA_00148,0.29100000000000004
1049,SQA_00149,0.9774999999999999
1050,SQA_00000,0.3
1051,SQA_00001,0.964
1052,SQA_00002,0.96175
1053,SQA_00003,0.276
1054,SQA_00004,0.28559999999999997
1055,SQA_00005,0.2766
1056,SQA_00006,0.9568
1057,SQA_00007,0.976
1058,SQA_00008,0.9765999999999999
1059,SQA_00009,0.3
1060,SQA_00010,0.3
1061,SQA_00011,0.9496
1062,SQA_00012,0.28379999999999994
1063,SQA_00013,0.976
1064,SQA_00014,0.28559999999999997
1065,SQA_00015,0.284
1066,SQA_00016,0.2964
1067,SQA_00017,0.9621999999999999
1068,SQA_00018,0.273
1069,SQA_00019,0.264
1070,SQA_00020,0.28200000000000003
1071,SQA_00021,0.2712
1072,SQA_00022,0.97075
1073,SQA_00023,0.9712
1074,SQA_00024,0.964
1075,SQA_00025,0.2784
1076,SQA_00026,0.28714285714285714
1077,SQA_00027,0.9855999999999999
1078,SQA_00028,0.2897142857142857
1079,SQA_00029,0.266
1080,SQA_00030,0.964
1081,SQA_00031,0.29279999999999995
1082,SQA_00032,0.28200000000000003
1083,SQA_00033,0.2712
1084,SQA_00034,0.2712
1085,SQA_00035,0.276
1086,SQA_00036,0.2712
1087,SQA_00037,0.984
1088,SQA_00038,0.268
1089,SQA_00039,0.28559999999999997
1090,SQA_00040,0.3
1091,SQA_00041,0.2694
1092,SQA_00042,0.28800000000000003
1093,SQA_00043,0.2568
1094,SQA_00044,0.3
1095,SQA_00045,1.0
1096,SQA_00046,0.9783999999999999
1097,SQA_00047,0.9855999999999999
1098,SQA_00048,0.28200000000000003
1099,SQA_00049,0.273
1100,SQA_00050,0.276
1101,SQA_00051,0.29100000000000004
1102,SQA_00052,0.2496
1103,SQA_00053,0.294
1104,SQA_00054,0.9783999999999999
1105,SQA_00055,0.276
1106,SQA_00056,0.2964
1107,SQA_00057,0.29742857142857143
1108,SQA_00058,0.2622
1109,SQA_00059,0.26914285714285713
1110,SQA_00060,0.276
1111,SQA_00061,0.26914285714285713
1112,SQA_00062,0.976
1113,SQA_00063,0.28379999999999994
1114,SQA_00064,0.988
1115,SQA_00065,0.28559999999999997
1116,SQA_00066,0.255
1117,SQA_00067,0.276
1118,SQA_00068,0.28379999999999994
1119,SQA_00069,0.2712
1120,SQA_00070,0.974
1121,SQA_00071,0.28200000000000003
1122,SQA_00072,0.28200000000000003
1123,SQA_00073,0.28800000000000003
1124,SQA_00074,0.976
1125,SQA_00075,0.276
1126,SQA_00076,0.2712
1127,SQA_00077,0.28200000000000003
1128,SQA_00078,0.3
1129,SQA_00079,0.294
1130,SQA_00080,0.264
1131,SQA_00081,0.2568
1132,SQA_00082,0.2568
1133,SQA_00083,0.3
1134,SQA_00084,0.3
1135,SQA_00085,0.29774999999999996
1136,SQA_00086,0.9712
1137,SQA_00087,0.23520000000000002
1138,SQA_00088,0.274
1139,SQA_00089,0.29100000000000004
1140,SQA_00090,0.976
1141,SQA_00091,0.3
1142,SQA_00092,0.28379999999999994
1143,SQA_00093,0.29279999999999995
1144,SQA_00094,0.29279999999999995
1145,SQA_00095,0.3
1146,SQA_00096,0.273
1147,SQA_00097,0.2496
1148,SQA_00098,0.27
1149,SQA_00099,0.9774999999999999
1150,SQA_00100,0.2712
1151,SQA_00101,0.2766
1152,SQA_00102,0.264
1153,SQA_00103,0.276
1154,SQA_00104,0.976
1155,SQA_00105,0.294
1156,SQA_00106,0.28559999999999997
1157,SQA_00107,0.976
1158,SQA_00108,0.28800000000000003
1159,SQA_00109,0.2784
1160,SQA_00110,0.2712
1161,SQA_00111,0.9496
1162,SQA_00112,0.28200000000000003
1163,SQA_00113,0.29279999999999995
1164,SQA_00114,0.28559999999999997
1165,SQA_00115,0.294
1166,SQA_00116,0.976
1167,SQA_00117,0.2955
1168,SQA_00118,0.28559999999999997
1169,SQA_00119,0.985
1170,SQA_00120,0.2784
1171,SQA_00121,0.276
1172,SQA_00122,0.9855999999999999
1173,SQA_00123,0.2955
1174,SQA_00124,0.3
1175,SQA_00125,0.2622
1176,SQA_00126,0.976
1177,SQA_00127,0.9794285714285713
1178,SQA_00128,0.2955
1179,SQA_00129,0.28
1180,SQA_00130,0.2568
1181,SQA_00131,0.2712
1182,SQA_00132,0.29100000000000004
1183,SQA_00133,0.2712
1184,SQA_00134,0.29279999999999995
1185,SQA_00135,0.2892
1186,SQA_00136,0.294
1187,SQA_00137,0.2676
1188,SQA_00138,0.2964
1189,SQA_00139,0.264
1190,SQA_00140,0.9855999999999999
1191,SQA_00141,0.9768571428571429
1192,SQA_00142,0.976
1193,SQA_00143,0.2784
1194,SQA_00144,0.2532
1195,SQA_00145,0.97075
1196,SQA_00146,0.276
1197,SQA_00147,0.264
1198,SQA_00148,1.0
1199,SQA_00149,0.9964
1200,SQA_00000,0.3
1201,SQA_00001,0.294
1202,SQA_00002,0.2784
1203,SQA_00003,0.276
1204,SQA_00004,0.28559999999999997
1205,SQA_00005,0.985
1206,SQA_00006,0.982
1207,SQA_00007,0.294
1208,SQA_00008,0.9568
1209,SQA_00009,0.29100000000000004
1210,SQA_00010,0.29100000000000004
1211,SQA_00011,0.9496
1212,SQA_00012,0.2766
1213,SQA_00013,1.0
1214,SQA_00014,0.29100000000000004
1215,SQA_00015,0.29100000000000004
1216,SQA_00016,0.2712
1217,SQA_00017,0.956
1218,SQA_00018,0.273
1219,SQA_00019,0.264
1220,SQA_00020,0.9783999999999999
1221,SQA_00021,0.2794285714285714
1222,SQA_00022,0.2694
1223,SQA_00023,0.9712
1224,SQA_00024,0.9712
1225,SQA_00025,0.28
1226,SQA_00026,0.2766
1227,SQA_00027,0.2712
1228,SQA_00028,0.2897142857142857
1229,SQA_00029,0.2794285714285714
1230,SQA_00030,0.955
1231,SQA_00031,0.28200000000000003
1232,SQA_00032,0.27685714285714286
1233,SQA_00033,0.2586
1234,SQA_00034,0.28200000000000003
1235,SQA_00035,0.2712
1236,SQA_00036,0.2712
1237,SQA_00037,0.982
1238,SQA_00038,0.2478
1239,SQA_00039,0.2766
1240,SQA_00040,0.3
1241,SQA_00041,0.2694
1242,SQA_00042,0.2496
1243,SQA_00043,0.2568
1244,SQA_00044,0.2892
1245,SQA_00045,0.9794285714285713
1246,SQA_00046,0.28559999999999997
1247,SQA_00047,0.2568
1248,SQA_00048,0.28379999999999994
1249,SQA_00049,0.273
1250,SQA_00050,0.2496
1251,SQA_00051,0.29100000000000004
1252,SQA_00052,0.2794285714285714
1253,SQA_00053,0.294
1254,SQA_00054,0.976
1255,SQA_00055,0.276
1256,SQA_00056,0.29279999999999995
1257,SQA_00057,0.297
1258,SQA_00058,0.2622
1259,SQA_00059,0.9794285714285713
1260,SQA_00060,0.2712
1261,SQA_00061,0.26914285714285713
1262,SQA_00062,0.976
1263,SQA_00063,0.3
1264,SQA_00064,0.9794285714285713
1265,SQA_00065,0.261
1266,SQA_00066,0.26657142857142857
1267,SQA_00067,0.9568
1268,SQA_00068,0.2766
1269,SQA_00069,0.2712
1270,SQA_00070,0.9712
1271,SQA_00071,0.2694
1272,SQA_00072,0.28200000000000003
1273,SQA_00073,0.2794285714285714
1274,SQA_00074,0.3
1275,SQA_00075,0.276
1276,SQA_00076,0.2712
1277,SQA_00077,0.2955
1278,SQA_00078,0.2784
1279,SQA_00079,0.294
1280,SQA_00080,0.2622
1281,SQA_00081,0.2568
1282,SQA_00082,0.2712
1283,SQA_00083,0.29100000000000004
1284,SQA_00084,0.3
1285,SQA_00085,0.3
1286,SQA_00086,0.9712
1287,SQA_00087,0.976
1288,SQA_00088,0.276
1289,SQA_00089,0.2964
1290,SQA_00090,0.976
1291,SQA_00091,0.292
1292,SQA_00092,0.298
1293,SQA_00093,0.991
1294,SQA_00094,0.284
1295,SQA_00095,0.3
1296,SQA_00096,0.2712
1297,SQA_00097,0.3
1298,SQA_00098,0.25885714285714284
1299,SQA_00099,0.964
1300,SQA_00100,0.2568
1301,SQA_00101,0.29742857142857143
1302,SQA_00102,0.3
1303,SQA_00103,0.276
1304,SQA_00104,0.976
1305,SQA_00105,0.274
1306,SQA_00106,0.28200000000000003
1307,SQA_00107,0.982
1308,SQA_00108,0.276
1309,SQA_00109,0.3
1310,SQA_00110,0.2964
1311,SQA_00111,0.9794285714285713
1312,SQA_00112,0.28200000000000003
1313,SQA_00113,0.3
1314,SQA_00114,0.976
1315,SQA_00115,0.2955
1316,SQA_00116,0.976
1317,SQA_00117,0.2478
1318,SQA_00118,0.276
1319,SQA_00119,0.9794285714285713
1320,SQA_00120,0.3
1321,SQA_00121,0.2794285714285714
1322,SQA_00122,0.27975
1323,SQA_00123,0.294
1324,SQA_00124,0.2794285714285714
1325,SQA_00125,0.2478
1326,SQA_00126,0.976
1327,SQA_00127,0.2784
1328,SQA_00128,0.276
1329,SQA_00129,0.28200000000000003
1330,SQA_00130,0.28200000000000003
1331,SQA_00131,0.2712
1332,SQA_00132,0.28559999999999997
1333,SQA_00133,0.2712
1334,SQA_00134,0.28559999999999997
1335,SQA_00135,0.29279999999999995
1336,SQA_00136,0.294
1337,SQA_00137,0.9765999999999999
1338,SQA_00138,0.9794285714285713
1339,SQA_00139,0.2955
1340,SQA_00140,0.988
1341,SQA_00141,0.9794285714285713
1342,SQA_00142,0.976
1343,SQA_00143,0.9802
1344,SQA_00144,0.2568
1345,SQA_00145,0.96175
1346,SQA_00146,0.276
1347,SQA_00147,0.2784
1348,SQA_00148,0.982
1349,SQA_00149,0.973
1350,SQA_00000,0.28200000000000003
1351,SQA_00001,0.2712
1352,SQA_00002,0.9665714285714285
1353,SQA_00003,0.9603999999999999
1354,SQA_00004,0.28559999999999997
1355,SQA_00005,0.985
1356,SQA_00006,0.9794285714285713
1357,SQA_00007,0.976
1358,SQA_00008,0.9568
1359,SQA_00009,0.27525
1360,SQA_00010,0.28559999999999997
1361,SQA_00011,0.294
1362,SQA_00012,0.984
1363,SQA_00013,0.976
1364,SQA_00014,0.2794285714285714
1365,SQA_00015,0.3
1366,SQA_00016,0.28559999999999997
1367,SQA_00017,0.2955
1368,SQA_00018,0.273
1369,SQA_00019,0.28559999999999997
1370,SQA_00020,0.984
1371,SQA_00021,0.2955
1372,SQA_00022,0.976
1373,SQA_00023,0.976
1374,SQA_00024,0.964
1375,SQA_00025,0.28559999999999997
1376,SQA_00026,0.28379999999999994
1377,SQA_00027,0.28559999999999997
1378,SQA_00028,0.2897142857142857
1379,SQA_00029,0.266
1380,SQA_00030,0.9712
1381,SQA_00031,0.3
1382,SQA_00032,0.2865
1383,SQA_00033,0.2964
1384,SQA_00034,0.2784
1385,SQA_00035,0.273
1386,SQA_00036,1.0
1387,SQA_00037,0.9794285714285713
1388,SQA_00038,0.2874
1389,SQA_00039,0.29774999999999996
1390,SQA_00040,0.3
1391,SQA_00041,0.28875
1392,SQA_00042,0.28800000000000003
1393,SQA_00043,0.28200000000000003
1394,SQA_00044,0.3
1395,SQA_00045,0.9794285714285713
1396,SQA_00046,0.991
1397,SQA_00047,0.9855999999999999
1398,SQA_00048,0.2766
1399,SQA_00049,0.273
1400,SQA_00050,0.2712
1401,SQA_00051,0.28379999999999994
1402,SQA_00052,0.276
1403,SQA_00053,0.294
1404,SQA_00054,0.976
1405,SQA_00055,0.276
1406,SQA_00056,0.2982
1407,SQA_00057,0.255
1408,SQA_00058,0.2568
1409,SQA_00059,0.9794285714285713
1410,SQA_00060,0.276
1411,SQA_00061,0.26914285714285713
1412,SQA_00062,0.976
1413,SQA_00063,0.29100000000000004
1414,SQA_00064,0.988
1415,SQA_00065,0.28200000000000003
1416,SQA_00066,0.9794285714285713
1417,SQA_00067,0.9568
1418,SQA_00068,0.29100000000000004
1419,SQA_00069,0.2784
1420,SQA_00070,0.964
1421,SQA_00071,0.255
1422,SQA_00072,0.28559999999999997
1423,SQA_00073,0.9768571428571429
1424,SQA_00074,0.9855999999999999
1425,SQA_00075,0.27075
1426,SQA_00076,0.2712
1427,SQA_00077,0.26657142857142857
1428,SQA_00078,0.2784
1429,SQA_00079,0.294
1430,SQA_00080,0.2622
1431,SQA_00081,0.2568
1432,SQA_00082,0.2496
1433,SQA_00083,0.29100000000000004
1434,SQA_00084,0.3
1435,SQA_00085,0.3
1436,SQA_00086,0.9712
1437,SQA_00087,0.2802
1438,SQA_00088,0.274
1439,SQA_00089,0.2784
1440,SQA_00090,0.976
1441,SQA_00091,0.9927999999999999
1442,SQA_00092,0.28200000000000003
1443,SQA_00093,0.2892
1444,SQA_00094,0.28800000000000003
1445,SQA_00095,0.3
1446,SQA_00096,0.28379999999999994
1447,SQA_00097,0.2496
1448,SQA_00098,0.27428571428571424
1449,SQA_00099,0.964
1450,SQA_00100,0.264
1451,SQA_00101,0.2964
1452,SQA_00102,0.276
1453,SQA_00103,0.276
1454,SQA_00104,0.976
1455,SQA_00105,0.264
1456,SQA_00106,0.28200000000000003
1457,SQA_00107,0.976
1458,SQA_00108,0.3
1459,SQA_00109,0.28559999999999997
1460,SQA_00110,0.2794285714285714
1461,SQA_00111,0.9712
1462,SQA_00112,0.28200000000000003
1463,SQA_00113,0.28559999999999997
1464,SQA_00114,0.9568
1465,SQA_00115,0.28200000000000003
1466,SQA_00116,0.976
1467,SQA_00117,0.2955
1468,SQA_00118,0.2794285714285714
1469,SQA_00119,0.9712
1470,SQA_00120,0.2766
1471,SQA_00121,0.274
1472,SQA_00122,0.982
1473,SQA_00123,0.9783999999999999
1474,SQA_00124,0.3
1475,SQA_00125,0.2892
1476,SQA_00126,0.976
1477,SQA_00127,0.9794285714285713
1478,SQA_00128,0.2658
1479,SQA_00129,0.28379999999999994
1480,SQA_00130,0.2712
1481,SQA_00131,0.264
1482,SQA_00132,0.2784
1483,SQA_00133,0.276
1484,SQA_00134,0.28559999999999997
1485,SQA_00135,0.29279999999999995
1486,SQA_00136,0.294
1487,SQA_00137,0.2676
1488,SQA_00138,0.9797499999999999
1489,SQA_00139,0.273
1490,SQA_00140,0.988
1491,SQA_00141,0.96175
1492,SQA_00142,0.9712
1493,SQA_00143,0.2784
1494,SQA_00144,0.9712
1495,SQA_00145,0.964
1496,SQA_00146,0.2712
1497,SQA_00147,0.28559999999999997
1498,SQA_00148,1.0
1499,SQA_00149,0.9964
